"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"Honda EU3000iS Generator, HOQW-EU3000IS","Honda EU3000iS Generator, HOQW-EU3000IS",0,"Non-Inventory","Single",,"HOQW-EU3000IS","No","","","","","","","","","","",,,"Services","Purchases","","CO-MINDER 3000 Watt Super Quiet Inverter","CO-MINDER 3000 Watt Super Quiet Inverter",
"Hydraulic Cylinder and Hand Pump Set, SCL502H","Hydraulic Cylinder and Hand Pump Set, SCL502H",0,"Non-Inventory","Single",,"SCL502H","No","","","","","","","","","","",3199.99,,"Services","Purchases","","50 Ton, 2.38 inch Stroke","50 Ton, 2.38 inch Stroke",
"Hydronic Circulating Pump, ¼ hp HP, 116431MF-132","Hydronic Circulating Pump, ¼ hp HP, 116431MF-132",0,"Non-Inventory","Single",,"116431MF-132","No","","","","","","","","","","",,,"Services","Purchases","","¼ hp HP, 115V AC, Cast Iron, 1, 44 gpm, 25 ft Max. Head, Inline","¼ hp HP, 115V AC, Cast Iron, 1, 44 gpm, 25 ft Max. Head, Inline",
"I-Line Ferrules (Tank Weld)","I-Line Ferrules (Tank Weld)",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"I-Line Long Weld Ferrule","I-Line Long Weld Ferrule",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"INVERTER AC 10HP 3752302","INVERTER AC 10HP 3752302",0,"Non-Inventory","Single",,"3752302","No","","","","","","","","","","",,,"Services","","","PRGMD INV AC 10HP HORZ HITACHI C1",,
"Ice Cube Machine , IDT0450A-161/D570","Ice Cube Machine , IDT0450A-161/D570",0,"Non-Inventory","Single",,"IDT0450A-161/D570","No","","","","","","","","","","",6834,5695,"Services","Purchases","","70-lb. ice production capacity
358-lb. AHRI-certified production capacity
Icon-based easyTouch® display control panel
Programmable ice production measured by timer or volume
Quick-cleaning foodzone features removable parts
Built-in AlphaSan antimicrobial agent slows bacteria growth in the foodzone
Acoustical ice probe ensures ice is the correct thickness before dropping
24-hr. preventive maintenance diagnostics
DuraTech exterior resists corrosion
Air-cooled motor
Uses R410A refrigerant
Part of the Indigo NXT series
Ambient air temperature range for operation: 40-110 degrees F
Incoming water temperature range for operation: 40-90 degrees F
3,800-6,000 BTU
11.9 A, 5.63 kW
115 V/60 Hz/1 ph
Ice cube dimensions: 0.875 in. x 0.875 in. x 0.875 in.
Overall dimensions: 30 in. W x 34 in. D x 71.5 in. H","70-lb. ice production capacity
358-lb. AHRI-certified production capacity
Icon-based easyTouch® display control panel
Programmable ice production measured by timer or volume
Quick-cleaning foodzone features removable parts
Built-in AlphaSan antimicrobial agent slows bacteria growth in the foodzone
Acoustical ice probe ensures ice is the correct thickness before dropping
24-hr. preventive maintenance diagnostics
DuraTech exterior resists corrosion
Air-cooled motor
Uses R410A refrigerant
Part of the Indigo NXT series
Ambient air temperature range for operation: 40-110 degrees F
Incoming water temperature range for operation: 40-90 degrees F
3,800-6,000 BTU
11.9 A, 5.63 kW
115 V/60 Hz/1 ph
Ice cube dimensions: 0.875 in. x 0.875 in. x 0.875 in.
Overall dimensions: 30 in. W x 34 in. D x 71.5 in. H",
"Ignition Rotary Switch with Keys","Ignition Rotary Switch with Keys",0,"Non-Inventory","Single",,"AUC15805","No","","","","","","","","","","",49.99,21.59,"Services","Purchases","","Rotary Switch 
Brand: Tavaski","Rotary Switch 
Brand: Tavaski",
"Industrial Timing Belt, 210L100","Industrial Timing Belt, 210L100",0,"Non-Inventory","Single","Belt:Timing Belt","210L100","No","","","","","","","","","","",15.99,12,"Services","Purchases","","Light Duty, 0.3750 inch Pitch, 1.00 inch Width, 56 Teeth, Neoprene Material
Customer item: M6503","Light Duty, 0.3750 inch Pitch, 1.00 inch Width, 56 Teeth, Neoprene Material
Customer item: M6503",
"Inner Ring, MI-26-N","Inner Ring, MI-26-N",0,"Non-Inventory","Single","Manufacturing# MI-26-N(LRB 263216)","MI-26-N","No","","","","","","","","","","",24.99,,"Services","Purchases","","1.6250""ID x 2.5625""OD x 1.000"" W
Customer item: M18114","1.6250""ID x 2.5625""OD x 1.000"" W
Customer item: M18114",
"Inpro Bearing Isolator VB45-S, 2.75” X 3.50” X .575”","Inpro Bearing Isolator VB45-S, 2.75” X 3.50” X .575”",0,"Non-Inventory","Single","Bearing Isolator","7100-A-P0015-0","No","","","","","","","","","","",622.5,498,"Services","Purchases","","VB45-S, 2.75” X 3.50” X .575”","VB45-S, 2.75” X 3.50” X .575”",
"Inpro Bearing Isolator VB45-S, 3.25” X 4.00” X .575”","Inpro Bearing Isolator VB45-S, 3.25” X 4.00” X .575”",0,"Non-Inventory","Single","Bearing Isolator","7100-A-P0056-0","No","","","","","","","","","","",735,588,"Services","Purchases","","VB45-S, 3.25” X 4.00” X .575”","VB45-S, 3.25” X 4.00” X .575”",
"Inpro Bearing Isolator VB45-S, 3.543” X 4.331” X .575”","Inpro Bearing Isolator VB45-S, 3.543” X 4.331” X .575”",0,"Non-Inventory","Single","Bearing Isolator","7100-A-06304-0","No","","","","","","","","","","",801.25,641,"Services","Purchases","","VB45-S, 3.543” X 4.331” X .575”","VB45-S, 3.543” X 4.331” X .575”",
"Inpro Bearing Isolator VB45-S, 3.625” X 4.625” X.625","Inpro Bearing Isolator VB45-S, 3.625” X 4.625” X.625",0,"Non-Inventory","Single","Bearing Isolator","7100-A-M0044-0","No","","","","","","","","","","",820,656,"Services","Purchases","","VB45-S, 3.625” X 4.625” X.625","VB45-S, 3.625” X 4.625” X.625",
"Inpro Bearing Isolator VB45-S, 3.750” X 4.750 X .625","Inpro Bearing Isolator VB45-S, 3.750” X 4.750 X .625",0,"Non-Inventory","Single","Bearing Isolator","7110-A-M0046","No","","","","","","","","","","",848.75,679,"Services","Purchases","","VB45-S, 3.750” X 4.750 X .625","VB45-S, 3.750” X 4.750 X .625",
"Inpro Bearing Isolator VB45-S, 3.937” X 4.724” X .575”","Inpro Bearing Isolator VB45-S, 3.937” X 4.724” X .575”",0,"Non-Inventory","Single","Bearing Isolator","7100-A-06426-0","No","","","","","","","","","","",891.25,713,"Services","Purchases","","VB45-S, 3.937” X 4.724” X .575”","VB45-S, 3.937” X 4.724” X .575”",
"Inpro Bearing Isolator VB45-S, 4.500” X 5.500” X .625”","Inpro Bearing Isolator VB45-S, 4.500” X 5.500” X .625”",0,"Non-Inventory","Single","Bearing Isolator","7110-A-M0058-0","No","","","","","","","","","","",1018.75,815,"Services","Purchases","","VB45-S, 4.500” X 5.500” X .625”","VB45-S, 4.500” X 5.500” X .625”",
"Jetway Systems AC Gearmotor, 3702913","Jetway Systems AC Gearmotor, 3702913",0,"Non-Inventory","Single",,"3702913","No","","","","","","","","","","",7652.4,6377,"Services","Purchases","","MOT GEAR 5HP HORIZ 87:1 WHT","MOT GEAR 5HP HORIZ 87:1 WHT",
"Joystick Operator Single Access, 3637983","Joystick Operator Single Access, 3637983",0,"Non-Inventory","Single",,"3637983","No","","","","","","","","","","",2642.5,2114,"Services","Purchases","","OPER UNIV PROP 1 AXIS","OPER UNIV PROP 1 AXIS",
"KEY SEL. ACTUATOR 3 POS. Per EA USD CENTER KEY REMOVAL W/MTG ADAP. AND 2 CONT.ELEM 1NO","KEY SEL. ACTUATOR 3 POS. Per EA USD CENTER KEY REMOVAL W/MTG ADAP. AND 2 CONT.ELEM 1NO",0,"Service","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","LPCS330K20","LPCS330K20",
"KEYSTONE PNEUMATIC ACTUATOR , F89U-032DA","KEYSTONE PNEUMATIC ACTUATOR , F89U-032DA",0,"Non-Inventory","Single",,"F89U-032DA","No","","","","","","","","","","",,1185,"Services","Purchases","","DOUBLE ACTING (LESS STEM ADAPTER)
OUTPUT TORQUE: 3375 in-lb @ 80 psig
OUTPUT CONNECTION: 1-1/8"" DIA KEYED
MOUNT CONNECTION: 3-1/4"" & 5"" BC","DOUBLE ACTING (LESS STEM ADAPTER)
OUTPUT TORQUE: 3375 in-lb @ 80 psig
OUTPUT CONNECTION: 1-1/8"" DIA KEYED
MOUNT CONNECTION: 3-1/4"" & 5"" BC",
"KIT ACFT CLOS GRAY PNYA, 2130150.17","KIT ACFT CLOS GRAY PNYA, 2130150.17",0,"Non-Inventory","Single",,"2130150.17","No","","","","","","","","","","",10299.99,8531,"Services","Purchases","","Canopy Kit","Canopy Kit",
"KwiKool® KPAC II Portable Air Conditioner","KwiKool® KPAC II Portable Air Conditioner",0,"Non-Inventory","Single","HVAC","WBB3191777, KPAC1411-3","No","","","","","","","","","","",4349.99,3249,"Services","Purchases","","1.1 Ton Capacity, 115V, 13700 BTU","1.1 Ton Capacity, 115V, 13700 BTU",
"L-05021, J105000669","L-05021, J105000669",0,"Non-Inventory","Single",,"J105000669","No","","","","","","","","","","",56.63,47.19,"Services","Purchases","",,,
"LEESON Washdown Motor, 191560.00","LEESON Washdown Motor, 191560.00",0,"Non-Inventory","Single","Motor","191560.00","No","","","","","","","","","","",1324.99,1058.18,"Services","Purchases","","Three-Phase, 1-1/2 hp Horsepower, 3,510 RPM RPM, 230/460V AC, 56HC Frame Size
Customer item: E22151","Three-Phase, 1-1/2 hp Horsepower, 3,510 RPM RPM, 230/460V AC, 56HC Frame Size
Customer item: E22151",
"LINEAR BAR GRILLES, 24"" X 48""","LINEAR BAR GRILLES, 24"" X 48""",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",315.51,,"Services","Purchases","","ALUMINUM RETURN FILTER GRILLE FOR 1inch FILTER - EASY AIR FLOW","ALUMINUM RETURN FILTER GRILLE FOR 1inch FILTER - EASY AIR FLOW",
"LOCKNUT - 3/4"" NPT, NYLON, BK","LOCKNUT - 3/4"" NPT, NYLON, BK",0,"Non-Inventory","Single",,"F4S000100","Yes","","","","","","","","","","",12.5,,"Sales","Cost of goods sold","","Specifications:","Specifications:",
"LPS | Multi-Purpose Cleaners & Degreasers","LPS | Multi-Purpose Cleaners & Degreasers",0,"Non-Inventory","Single",,"02705","No","","","","","","","","","","",,,"Services","Purchases","","LPS 02705 Industrial Degreaser, Multi-Purpose, 5 gal pail, Precision Clean Series","LPS 02705 Industrial Degreaser, Multi-Purpose, 5 gal pail, Precision Clean Series",
"LT PILOT 28V GRN AC/DC","LT PILOT 28V GRN AC/DC",0,"Non-Inventory","Single",,"4141276","No","","","","","","","","","","",190.99,157,"Services","Purchases","","4141276","4141276",
"Large Carabiner Clip Hooks, 4 inch Carabiners Heavy Duty","Large Carabiner Clip Hooks, 4 inch Carabiners Heavy Duty",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","M10, 304 Stainless Steel Spring Snap Hook","M10, 304 Stainless Steel Spring Snap Hook",
"Lavex 12 inch 697LDP12CLKT","Lavex 12 inch 697LDP12CLKT",0,"Non-Inventory","Single",,"697LDP12CLKT","No","","","","","","","","","","",,,"Services","Purchases","","Closed-Lid Lobby Dust Pan with Broom","Closed-Lid Lobby Dust Pan with Broom",
"Legend Plate Emergency Stop, Round, Plastic, Yellow, 1.9 in Width","Legend Plate Emergency Stop, Round, Plastic, Yellow, 1.9 in Width",0,"Non-Inventory","Single",,"F4S000205","Yes","","","","","","","","","","",2.99,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Lesson VFD","Lesson VFD",0,"Non-Inventory","Single",,"174615.00","No","","","","","","","","","","",958,670,"Services","Purchases","","MOTO,5HP200/240V,3PH,NEMA 1,VECTOR SERIES VFD3PH.5HP.200/240V","MOTO,5HP200/240V,3PH,NEMA 1,VECTOR SERIES VFD3PH.5HP.200/240V",
"Light Weld Ferrules","Light Weld Ferrules",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"Linear Ball Bearing, SWS12UU","Linear Ball Bearing, SWS12UU",0,"Non-Inventory","Single","Bearings:Linear Bearing","9069T3/ SWS12UU","No","","","","","","","","","","",81.99,64.27,"Services","Purchases","","3/4 inch Shaft Diameter, 1.272 inch Ring Grooves Center-to-Center
Customer item: M18617","3/4 inch Shaft Diameter, 1.272 inch Ring Grooves Center-to-Center
Customer item: M18617",
"Link belt, 2-7/16"" 2-Bolt Pillow Block Bearing","Link belt, 2-7/16"" 2-Bolt Pillow Block Bearing",0,"Non-Inventory","Single",,"PB22439E7E7CSS","No","","","","","","","","","","",659.99,659.99,"Services","Purchases","","PB22439E7E7CSS","PB22439E7E7CSS",
"Link belt, 2-7/16"" Take Up Bearing","Link belt, 2-7/16"" Take Up Bearing",0,"Non-Inventory","Single",,"TB22439E7E7CSS","No","","","","","","","","","","",913.06,913.06,"Services","Purchases","","TB22439E7E7CSS","TB22439E7E7CSS",
"Linn-Gear, 8CG48","Linn-Gear, 8CG48",0,"Non-Inventory","Single","Gear","8CG48","No","","","","","","","","","","",259.99,216.59,"Services","Purchases","","Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 inch, Material: Steel, Number of Teeth: 48, Pitch Diameter: 6 inch, Pressure Angle: 14.5 deg
Customer item: M13014","Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 inch, Material: Steel, Number of Teeth: 48, Pitch Diameter: 6 inch, Pressure Angle: 14.5 deg
Customer item: M13014",
"Linn-Gear, 8CG68","Linn-Gear, 8CG68",0,"Non-Inventory","Single","Gear","8CG68","No","","","","","","","","","","",329.99,276,"Services","Purchases","","Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 inch, Material: Steel, Number of Teeth: 68, Pitch Diameter: 8-1/2 inch, Pressure Angle: 14.5 deg
Customer item: M13011","Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 inch, Material: Steel, Number of Teeth: 68, Pitch Diameter: 8-1/2 inch, Pressure Angle: 14.5 deg
Customer item: M13011",
"Linn-Gear, 8CG96","Linn-Gear, 8CG96",0,"Non-Inventory","Single",,"8CG96","No","","","","","","","","","","",379.99,,"Services","Purchases","","Change Gear, Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 in,Number of Teeth: 96, Pitch Diameter: 12 inch, Pressure Angle: 14.5 deg
Customer item: M13012","Change Gear, Bore Diameter: 1-3/8 inch, Diametral Pitch: 8, Face Width: 1-1/4 in,Number of Teeth: 96, Pitch Diameter: 12 inch, Pressure Angle: 14.5 deg
Customer item: M13012",
"Linn-Gear, SR10FX6","Linn-Gear, SR10FX6",0,"Non-Inventory","Single","Gear Rack","SR10FX6","No","","","","","","","","","","",714.96,655.175,"Services","Purchases","","1 inch Face Width, 10 Diametral Pitch, 0.9 inch Pitch Line to Back, 6 ft Overall Length, 1 inch Overall Thickness, 14.5 deg Pressure Angle
Customer item: M12806N","1 inch Face Width, 10 Diametral Pitch, 0.9 inch Pitch Line to Back, 6 ft Overall Length, 1 inch Overall Thickness, 14.5 deg Pressure Angle
Customer item: M12806N",
"Liquid Tight Grip, Straight, 2 inch, 074-09-3518","Liquid Tight Grip, Straight, 2 inch, 074-09-3518",0,"Non-Inventory","Single",,"074-09-3518","No","","","","","","","","","","",,,"Services","Purchases","","2 inch Seal Type Connector with wire mash stream relief","2 inch Seal Type Connector with wire mash stream relief",
"Littelfuse Fuse, FLSR200ID","Littelfuse Fuse, FLSR200ID",0,"Non-Inventory","Single","Fuse","FLSR200ID","No","","","","","","","","","","",,,"Services","Purchases","","Class RK5, FLSR-ID Series, Time-Delay, 200 A, 600 V AC, 300 V DC, Indicating","Class RK5, FLSR-ID Series, Time-Delay, 200 A, 600 V AC, 300 V DC, Indicating",
"Load Bank LR-45 4.2 OHM","Load Bank LR-45 4.2 OHM",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","","","4.2 OHM RESISTOR",,
"Load switch, 194E-A25-1753","Load switch, 194E-A25-1753",0,"Non-Inventory","Single","Allen Bradley","194E-A25-1753","No","","","","","","","","","","",74.67,56,"Services","Purchases","","25 A 194E","25 A 194E",
"Lobe Wing Nut","Lobe Wing Nut",0,"Non-Inventory","Single",,"F4S000450","Yes","","","","","","","","","","",1.89,,"Sales of Product Income","Cost of goods sold","","Specification:","Specification:",
"Locknut","Locknut",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","",,,
"Lockout Padlock, Keyed Different, Thermoplastic, Red","Lockout Padlock, Keyed Different, Thermoplastic, Red",0,"Non-Inventory","Single",,"410RED","No","","","","","","","","","","",,,"Services","Purchases","","1-1/2 inch Vertical Shackle Clearance, Master Lock, Standard Body, Steel","1-1/2 inch Vertical Shackle Clearance, Master Lock, Standard Body, Steel",
"Lockport Black Gaffers Tape 4 inch x 30 Yards","Lockport Black Gaffers Tape 4 inch x 30 Yards",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","","","No Residue, Water Resistant, Non- Reflective, Easy Tear - Multipurpose",,
"Loctite® Lubricant","Loctite® Lubricant",0,"Non-Inventory","Single",,"1821A26","No","","","","","","","","","","",281.84,,"Services","Purchases","","lb8150, Corrosion-Resistant, 1 Gallon Can","lb8150, Corrosion-Resistant, 1 Gallon Can",
"Lucas LSLC125-12","Lucas LSLC125-12",0,"Non-Inventory","Single","Battery","LSLC125-12","No","","","","","","","","","","",710.67,533,"Services","Purchases","","LUCAS AGM SLA CYCLIC BATTERY 125AH","LUCAS AGM SLA CYCLIC BATTERY 125AH",
"MAX-LOC F2 1/2 (MULTI-HOLE) (4) .225 HOLES","MAX-LOC F2 1/2 (MULTI-HOLE) (4) .225 HOLES",0,"Non-Inventory","Single",,"F4S000003","Yes","","","","","","","","","","",14.99,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"MEAN WELL, WDR-240-24","MEAN WELL, WDR-240-24",0,"Non-Inventory","Single",,"WDR-240-24","No","","","","","","","","","","",194.99,154.61,"Services","Purchases","","Power Supplies - DIN Rail Mount 240W 24V 10A 180-550VAC","Power Supplies - DIN Rail Mount 240W 24V 10A 180-550VAC",
"MEAN WELL, WDR-480-24","MEAN WELL, WDR-480-24",0,"Non-Inventory","Single",,"WDR-480-24","No","","","","","","","","","","",309.99,247.14,"Services","Purchases","","Power Supplies - DIN Rail Mount 480W 24V 20A 180-550VACin","Power Supplies - DIN Rail Mount 480W 24V 20A 180-550VACin",
"MELTRIC CONNECTOR","MELTRIC CONNECTOR",0,"Non-Inventory","Single",,"293659A","Yes","","","","","","","","","","",,,"Services","","","90KVA MELTRIC CONNECTOR 7400 eGPU,
Manufacturing# 293659A",,
"MF BP210 Quiet Weave FR","MF BP210 Quiet Weave FR",0,"Non-Inventory","Single",,"FG517851","No","","","","","","","","","","",,,"Services","Purchases","","Ultraline Endless 03-064 36in wide X 12ft 5in long, FG517851","Ultraline Endless 03-064 36in wide X 12ft 5in long, FG517851",
"MF BP290 QUIET WEAVE","MF BP290 QUIET WEAVE",0,"Non-Inventory","Single",,"FG517849","No","","","","","","","","","","",,,"Services","Purchases","","Hi-Tensile Clipper Hook Lace, 03-004 36in wide X 21ft 7.75in long
Laced, FG517849","Hi-Tensile Clipper Hook Lace, 03-004 36in wide X 21ft 7.75in long
Laced, FG517849",
"MF BP290 QUIET WEAVE Customer Item Q-Belts","MF BP290 QUIET WEAVE Customer Item Q-Belts",0,"Non-Inventory","Single",,"FG517852","No","","","","","","","","","","",,,"Services","Purchases","","03-004, 38.5in wide X 7ft 5.625in long Laced, 316 Stainless Steel Clipper Unibar Lace, Clipper Durastainless White
Clip Corners, FG517852","03-004, 38.5in wide X 7ft 5.625in long Laced, 316 Stainless Steel Clipper Unibar Lace, Clipper Durastainless White
Clip Corners, FG517852",
"MILLER® STANDARD H100 SAFETY HARNESS","MILLER® STANDARD H100 SAFETY HARNESS",0,"Non-Inventory","Single",,"H-9578","No","","","","","","","","","","",69.99,,"Services","Purchases","","Durable fall protection for warehouse and construction workers, weight capacity 400 lbs","Durable fall protection for warehouse and construction workers, weight capacity 400 lbs",
"MOOKEERF SDI Connector BNC Adapter 75 Ohm BNC","MOOKEERF SDI Connector BNC Adapter 75 Ohm BNC",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","Female to Female Barrel Connector for HD-SDI/3G-SDI/4K/8K SDI Video Camera Cable","Female to Female Barrel Connector for HD-SDI/3G-SDI/4K/8K SDI Video Camera Cable",
"MOT GEAR 3 HP, 3719054","MOT GEAR 3 HP, 3719054",0,"Non-Inventory","Single",,"3719054","No","","","","","","","","","","",4700,3666,"Services","Purchases","","25:1 VERT DR WHT","25:1 VERT DR WHT",
"MPLP000007549","MPLP000007549",0,"Service","Single",,,"No","","","","","","","","","","",,,"Services","","",,,
"Marked Legend, Harmony XAC, Nameplate, 30 x 40mm, Plastic, Black, 22mm Push Button, White Marked POW","Marked Legend, Harmony XAC, Nameplate, 30 x 40mm, Plastic, Black, 22mm Push Button, White Marked POW",0,"Non-Inventory","Single",,"F4S000200","Yes","","","","","","","","","","",4.5,,"Sales","Cost of goods sold","","Marked Legend, Harmony XAC, Nameplate, 30 x 40mm, Plastic, Black, 22mm Push Button, White Marked POWER ON","Marked Legend, Harmony XAC, Nameplate, 30 x 40mm, Plastic, Black, 22mm Push Button, White Marked POWER ON",
"Marked Legend, Harmony XAC, Nameplate, 30x40mm, Plastic, Black, 22mm Push Button, White Marked START","Marked Legend, Harmony XAC, Nameplate, 30x40mm, Plastic, Black, 22mm Push Button, White Marked START",0,"Non-Inventory","Single",,"F4S000201","Yes","","","","","","","","","","",4.5,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Marked Legend, Harmony XAC, Nameplate, 30x40mm, Plastic, Red, 22mm Push Button, White Marked STOP","Marked Legend, Harmony XAC, Nameplate, 30x40mm, Plastic, Red, 22mm Push Button, White Marked STOP",0,"Non-Inventory","Single",,"F4S000202","Yes","","","","","","","","","","",3.5,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Martin Sprocket S242H-0515715M","Martin Sprocket S242H-0515715M",0,"Non-Inventory","Single","Sprocket","S242H-0515715M","No","","","","","","","","","","",7012.84,4754.44,"Services","Purchases","","S242H-0515715M
Hardened With Special Backlash","S242H-0515715M
Hardened With Special Backlash",
"MasterPower Transmission, 7859028003LQ","MasterPower Transmission, 7859028003LQ",0,"Non-Inventory","Single",,"7859028003LQ","No","","","","","","","","","","",3060,2550,"Services","Purchases","","Size: 30SM11121201, 56SG15A4, RPM 750","Size: 30SM11121201, 56SG15A4, RPM 750",
"Mersen Fuse, A6D300R","Mersen Fuse, A6D300R",0,"Non-Inventory","Single","Fuse","A6D300R","No","","","","","","","","","","",,,"Services","Purchases","","Class RK1, A6D Series, Time-Delay, 300 A, 600 V AC, 600 V DC, Indicating","Class RK1, A6D Series, Time-Delay, 300 A, 600 V AC, 600 V DC, Indicating",
"Metal Wing Nut - Small","Metal Wing Nut - Small",0,"Non-Inventory","Single","Sanitary Clamp","F4S000450/ 329901/ KCH00002","No","","","","","","","","","","",2.13,,"Clearly Better Business Checking (7248) - 1","","","SS304 , Wing Nut 
Customer item: M9705",,
"Metric Cam Follower, MYRV-17-S-AG","Metric Cam Follower, MYRV-17-S-AG",0,"Non-Inventory","Single",,"NART17VUUR/ MYRV-17-S-AG","No","","","","","","","","","","",66.49,51.1,"Services","Purchases","","40 mm Roller Diameter, 17 mm Bore, 20 mm Roller Width, Double Sealed
Customer item: M13161","40 mm Roller Diameter, 17 mm Bore, 20 mm Roller Width, Double Sealed
Customer item: M13161",
"Micrometer Torque Wrench, 1/2"" Drive, Foot Pound","Micrometer Torque Wrench, 1/2"" Drive, Foot Pound",0,"Non-Inventory","Single",,"68124890","No","","","","","","","","","","",,,"Services","Purchases","","15.0 ft-lb Min, 80.0 ft-lb Max, 80.0 ft-lb Max, 16-11/16"" OAL","15.0 ft-lb Min, 80.0 ft-lb Max, 80.0 ft-lb Max, 16-11/16"" OAL",
"Microprecision Switches, MP321SEB01D, MP320, MP321","Microprecision Switches, MP321SEB01D, MP320, MP321",0,"Non-Inventory","Single",,"MP321SEB01D","No","","","","","","","","","","",,,"Services","Purchases","","24VAC/DC 0.1A","24VAC/DC 0.1A",
"Microwave H-10724","Microwave H-10724",0,"Non-Inventory","Single",,"H-10724","No","","","","","","","","","","",484.56,403.8,"Services","Purchases","","Inside: 13 x 13 x 8 1/16"" (W x D x H)
Digital Display, 20 Memory Programs, Braille keypad , 2 and 3 Stage cooking , Bottom Energy Feed, Interior Light, See-through Door
NSF Listed
13.4 Amps 
120 V
Standard 3-Prong Plug","Inside: 13 x 13 x 8 1/16"" (W x D x H)
Digital Display, 20 Memory Programs, Braille keypad , 2 and 3 Stage cooking , Bottom Energy Feed, Interior Light, See-through Door
NSF Listed
13.4 Amps 
120 V
Standard 3-Prong Plug",
"Mighty Max Battery, ML125-1222","Mighty Max Battery, ML125-1222",0,"Non-Inventory","Single",,"ML125-1222","No","","","","","","","","","","",350.31,,"Services","Purchases","","Voltage: 12 Volt, Amperage: 125 AH, Chemistry: SLA, AGM.
Battery Dimensions: 13.11 inch x 6.81 inch x 8.74 inch","Voltage: 12 Volt, Amperage: 125 AH, Chemistry: SLA, AGM.
Battery Dimensions: 13.11 inch x 6.81 inch x 8.74 inch",
"Milwaukee M18 18V Cordless Grease Gun","Milwaukee M18 18V Cordless Grease Gun",0,"Non-Inventory","Single",,"2646-21CT","No","","","","","","","","","","",441.99,369,"Services","Purchases","","M18 18V Lithium-Ion Cordless Grease Gun 2-Speed with (1) 1.5Ah Batteries, Charger, Tool Bag","M18 18V Lithium-Ion Cordless Grease Gun 2-Speed with (1) 1.5Ah Batteries, Charger, Tool Bag",
"Miniature Circuit Breaker SU202M-K30","Miniature Circuit Breaker SU202M-K30",0,"Non-Inventory","Single",,"SU202M-K30","No","","","","","","","","","","",,,"Services","Purchases","","Circuit Breaker - SU20OM - 2 P - 3 0 A - K - (400 V AC) 11.2 kA","Circuit Breaker - SU20OM - 2 P - 3 0 A - K - (400 V AC) 11.2 kA",
"Miniature Circuit Breaker, ABB SU202M-C20","Miniature Circuit Breaker, ABB SU202M-C20",0,"Non-Inventory","Single",,"SU202M-C20","No","","","","","","","","","","",130.34,108.62,"Services","Purchases","","Trip Curve C, 20 Amp, 2 Pole, Ul489","Trip Curve C, 20 Amp, 2 Pole, Ul489",
"Mobil Polyrex EM, Motor Grease, 13.7 oz.","Mobil Polyrex EM, Motor Grease, 13.7 oz.",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","","","Electric Motor Bearing Grease, Cartridge, NLGI 2, Blue",,
"Molding Fee","Molding Fee",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"Motor Break Cover, 2511-SWA","Motor Break Cover, 2511-SWA",0,"Non-Inventory","Single",,"2511-SWA","No","","","","","","","","","","",67.99,59.36,"Services","Purchases","","19”L x 25.5” H","19”L x 25.5”H",
"Motor Protection Circuit Breaker, 140MT-C3E-C10","Motor Protection Circuit Breaker, 140MT-C3E-C10",0,"Non-Inventory","Single",,"140MT-C3E-C10","No","","","","","","","","","","",,,"Services","Purchases","","6.3-10 A, Frame C, Series A","6.3-10 A, Frame C, Series A",
"Mounting Brackets for dual 2400","Mounting Brackets for dual 2400",0,"Non-Inventory","Single",,"292184-02","No","","","","","","","","","","",1303.2,1086,"Services","Purchases","","292184-02","292184-02",
